RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty
2020-06-26,BGIQ20P021850,BRBMEFVBQEP5,AGRIBUSINESS,,,,,,7,,
2020-06-26,BGIQ20P021900,BRBMEFVBQEQ3,AGRIBUSINESS,,,,,,7.35,,
2020-06-26,BGIQ20P021950,BRBMEFVBQER1,AGRIBUSINESS,,,,,,7.71,,
2020-06-26,BGIQ20P022000,BRBMEFVBQES9,AGRIBUSINESS,,,,,,8.08,,
2020-06-26,BGIQ20P022050,BRBMEFVBQET7,AGRIBUSINESS,,,,,,8.45,,
2020-06-26,BGIQ20P022100,BRBMEFVBQEU5,AGRIBUSINESS,,,,,,8.84,,
2020-06-26,BGIQ20P022150,BRBMEFVBQEV3,AGRIBUSINESS,,,,,,9.22,,
2020-06-26,BGIQ20P022200,BRBMEFVBQEW1,AGRIBUSINESS,,,,,,9.62,,
2020-06-26,BGIQ20P022250,BRBMEFVBQEX9,AGRIBUSINESS,,,,,,10.02,,
2020-06-26,BGIQ20P022300,BRBMEFVBQEY7,AGRIBUSINESS,,,,,,10.42,,
2020-06-26,BGIQ20P022350,BRBMEFVBQEZ4,AGRIBUSINESS,,,,,,10.83,,
2020-06-26,BGIQ20P022400,BRBMEFVBQF07,AGRIBUSINESS,,,,,,11.24,,
2020-06-26,BGIQ20P022450,BRBMEFVBQF15,AGRIBUSINESS,,,,,,11.66,,
2020-06-26,BGIQ20P022500,BRBMEFVBQF23,AGRIBUSINESS,,,,,,12.07,,
2020-06-26,BGIQ20P022550,BRBMEFVBQFO5,AGRIBUSINESS,,,,,,12.49,,
2020-06-26,BGIQ20P022600,BRBMEFVBQFP2,AGRIBUSINESS,,,,,,12.91,,
2020-06-26,BGIQ20P022650,BRBMEFVBQFQ0,AGRIBUSINESS,,,,,,13.33,,
2020-06-26,BGIQ20P022700,BRBMEFVBQFR8,AGRIBUSINESS,,,,,,13.76,,
2020-06-26,BGIQ20P022750,BRBMEFVBQFS6,AGRIBUSINESS,,,,,,14.19,,
2020-06-26,BGIQ20P022800,BRBMEFVBQFT4,AGRIBUSINESS,,,,,,14.62,,
2020-06-26,BGIQ20P022850,BRBMEFVBQFU2,AGRIBUSINESS,,,,,,15.06,,
2020-06-26,BGIQ20P022900,BRBMEFVBQFV0,AGRIBUSINESS,,,,,,15.5,,
2020-06-26,BGIQ20P022950,BRBMEFVBQFW8,AGRIBUSINESS,,,,,,15.94,,
2020-06-26,BGIQ20P023000,BRBMEFVBQFX6,AGRIBUSINESS,,,,,,16.39,,
2020-06-26,BGIQ20P023100,BRBMEFVBQG63,AGRIBUSINESS,,,,,,17.28,,
2020-06-26,BGIQ20P023150,BRBMEFVBQG71,AGRIBUSINESS,,,,,,17.74,,
2020-06-26,BGIQ20P023200,BRBMEFVBQG89,AGRIBUSINESS,,,,,,18.19,,
2020-06-26,BGIQ20P023250,BRBMEFVBQG97,AGRIBUSINESS,,,,,,18.65,,
2020-06-26,BGIQ20P023300,BRBMEFVBQGA2,AGRIBUSINESS,,,,,,19.11,,
2020-06-26,BGIQ20P023350,BRBMEFVBQGB0,AGRIBUSINESS,,,,,,19.57,,
2020-06-26,BGIQ20P023400,BRBMEFVBQGC8,AGRIBUSINESS,,,,,,20.03,,
2020-06-26,BGIQ20P023450,BRBMEFVBQGD6,AGRIBUSINESS,,,,,,20.5,,
2020-06-26,BGIQ20P023500,BRBMEFVBQGE4,AGRIBUSINESS,,,,,,20.96,,
2020-06-26,BGIU20C017000,BRBMEFCBUF53,AGRIBUSINESS,,,,,,45.07,,
2020-06-26,BGIU20C017050,BRBMEFCBUF95,AGRIBUSINESS,,,,,,44.57,,
2020-06-26,BGIU20C017100,BRBMEFCBUFA6,AGRIBUSINESS,,,,,,44.07,,
2020-06-26,BGIU20C017150,BRBMEFCBUFB4,AGRIBUSINESS,,,,,,43.58,,
2020-06-26,BGIU20C017200,BRBMEFCBUFC2,AGRIBUSINESS,,,,,,43.08,,
2020-06-26,BGIU20C017250,BRBMEFCBUFD0,AGRIBUSINESS,,,,,,42.59,,
2020-06-26,BGIU20C017300,BRBMEFCBUFE8,AGRIBUSINESS,,,,,,42.09,,
2020-06-26,BGIU20C017350,BRBMEFCBUFF5,AGRIBUSINESS,,,,,,41.6,,
2020-06-26,BGIU20C017400,BRBMEFCBUFG3,AGRIBUSINESS,,,,,,41.11,,
2020-06-26,BGIU20C017450,BRBMEFCBUFH1,AGRIBUSINESS,,,,,,40.61,,
2020-06-26,BGIU20C017500,BRBMEFCBUF61,AGRIBUSINESS,,,,,,40.12,,
2020-06-26,BGIU20C017550,BRBMEFCBUFI9,AGRIBUSINESS,,,,,,39.63,,
2020-06-26,BGIU20C017600,BRBMEFCBUFJ7,AGRIBUSINESS,,,,,,39.13,,
2020-06-26,BGIU20C017650,BRBMEFCBUFK5,AGRIBUSINESS,,,,,,38.64,,
2020-06-26,BGIU20C017700,BRBMEFCBUFL3,AGRIBUSINESS,,,,,,38.15,,
2020-06-26,BGIU20C017750,BRBMEFCBUFM1,AGRIBUSINESS,,,,,,37.66,,
2020-06-26,BGIU20C017800,BRBMEFCBUFN9,AGRIBUSINESS,,,,,,37.17,,
2020-06-26,BGIU20C017850,BRBMEFCBUFO7,AGRIBUSINESS,,,,,,36.68,,
2020-06-26,BGIU20C017900,BRBMEFCBUFP4,AGRIBUSINESS,,,,,,36.19,,
2020-06-26,BGIU20C017950,BRBMEFCBUFQ2,AGRIBUSINESS,,,,,,35.69,,
2020-06-26,BGIU20C018000,BRBMEFCBUF79,AGRIBUSINESS,,,,,,35.21,,
2020-06-26,BGIU20C018050,BRBMEFCBUFR0,AGRIBUSINESS,,,,,,34.72,,
2020-06-26,BGIU20C018100,BRBMEFCBUFS8,AGRIBUSINESS,,,,,,34.23,,
2020-06-26,BGIU20C018150,BRBMEFCBUFT6,AGRIBUSINESS,,,,,,33.74,,
2020-06-26,BGIU20C018200,BRBMEFCBUFU4,AGRIBUSINESS,,,,,,33.25,,
2020-06-26,BGIU20C018250,BRBMEFCBUFV2,AGRIBUSINESS,,,,,,32.77,,
2020-06-26,BGIU20C018300,BRBMEFCBUFW0,AGRIBUSINESS,,,,,,32.28,,
2020-06-26,BGIU20C018350,BRBMEFCBUFX8,AGRIBUSINESS,,,,,,31.8,,
2020-06-26,BGIU20C018400,BRBMEFCBUFY6,AGRIBUSINESS,,,,,,31.31,,
2020-06-26,BGIU20C018450,BRBMEFCBUFZ3,AGRIBUSINESS,,,,,,30.83,,
2020-06-26,BGIU20C018500,BRBMEFCBUG03,AGRIBUSINESS,,,,,,30.35,,
2020-06-26,BGIU20C018550,BRBMEFCBUG11,AGRIBUSINESS,,,,,,29.87,,
2020-06-26,BGIU20C018600,BRBMEFCBUG29,AGRIBUSINESS,,,,,,29.39,,
2020-06-26,BGIU20C018650,BRBMEFCBUG37,AGRIBUSINESS,,,,,,28.91,,
2020-06-26,BGIU20C018700,BRBMEFCBUG45,AGRIBUSINESS,,,,,,28.43,,
2020-06-26,BGIU20C018750,BRBMEFCBUG52,AGRIBUSINESS,,,,,,27.96,,
2020-06-26,BGIU20C018800,BRBMEFCBUG60,AGRIBUSINESS,,,,,,27.48,,
2020-06-26,BGIU20C018850,BRBMEFCBUG78,AGRIBUSINESS,,,,,,27.01,,
2020-06-26,BGIU20C018900,BRBMEFCBUG86,AGRIBUSINESS,,,,,,26.54,,
2020-06-26,BGIU20C018950,BRBMEFCBUG94,AGRIBUSINESS,,,,,,26.06,,
2020-06-26,BGIU20C019000,BRBMEFCBUGA4,AGRIBUSINESS,,,,,,25.59,,
2020-06-26,BGIU20C019050,BRBMEFCBUGB2,AGRIBUSINESS,,,,,,25.12,,
2020-06-26,BGIU20C019100,BRBMEFCBUGC0,AGRIBUSINESS,,,,,,24.65,,
2020-06-26,BGIU20C019150,BRBMEFCBUGD8,AGRIBUSINESS,,,,,,24.18,,
2020-06-26,BGIU20C019200,BRBMEFCBUGE6,AGRIBUSINESS,,,,,,23.72,,
2020-06-26,BGIU20C019250,BRBMEFCBUGF3,AGRIBUSINESS,,,,,,23.25,,
2020-06-26,BGIU20C019300,BRBMEFCBUGG1,AGRIBUSINESS,,,,,,22.79,,
2020-06-26,BGIU20C019350,BRBMEFCBUGH9,AGRIBUSINESS,,,,,,22.33,,
2020-06-26,BGIU20C019400,BRBMEFCBUGI7,AGRIBUSINESS,,,,,,21.87,,
2020-06-26,BGIU20C019450,BRBMEFCBUGJ5,AGRIBUSINESS,,,,,,21.41,,
2020-06-26,BGIU20C019500,BRBMEFCBUGK3,AGRIBUSINESS,,,,,,20.96,,
2020-06-26,BGIU20C019550,BRBMEFCBUGL1,AGRIBUSINESS,,,,,,20.51,,
2020-06-26,BGIU20C019600,BRBMEFCBUGM9,AGRIBUSINESS,,,,,,20.05,,
2020-06-26,BGIU20C019650,BRBMEFCBUGN7,AGRIBUSINESS,,,,,,19.6,,
2020-06-26,BGIU20C019700,BRBMEFCBUGO5,AGRIBUSINESS,,,,,,19.15,,
2020-06-26,BGIU20C019750,BRBMEFCBUGP2,AGRIBUSINESS,,,,,,18.7,,
2020-06-26,BGIU20C019800,BRBMEFCBUGQ0,AGRIBUSINESS,,,,,,18.25,,
2020-06-26,BGIU20C019850,BRBMEFCBUGR8,AGRIBUSINESS,,,,,,17.81,,
2020-06-26,BGIU20C019900,BRBMEFCBUGS6,AGRIBUSINESS,,,,,,17.37,,
2020-06-26,BGIU20C019950,BRBMEFCBUGT4,AGRIBUSINESS,,,,,,16.93,,
2020-06-26,BGIU20C020000,BRBMEFCBUGU2,AGRIBUSINESS,,,,,,16.49,,
2020-06-26,BGIU20C020050,BRBMEFCBUGV0,AGRIBUSINESS,,,,,,16.06,,
2020-06-26,BGIU20C020100,BRBMEFCBUGW8,AGRIBUSINESS,,,,,,15.63,,
2020-06-26,BGIU20C020150,BRBMEFCBUGX6,AGRIBUSINESS,,,,,,15.21,,
2020-06-26,BGIU20C020200,BRBMEFCBUGY4,AGRIBUSINESS,,,,,,14.79,,
2020-06-26,BGIU20C020250,BRBMEFCBUGZ1,AGRIBUSINESS,,,,,,14.37,,
2020-06-26,BGIU20C020300,BRBMEFCBUH02,AGRIBUSINESS,,,,,,13.96,,
2020-06-26,BGIU20C020350,BRBMEFCBUH10,AGRIBUSINESS,,,,,,13.54,,
2020-06-26,BGIU20C020400,BRBMEFCBUH28,AGRIBUSINESS,,,,,,13.14,,
2020-06-26,BGIU20C020450,BRBMEFCBUH36,AGRIBUSINESS,,,,,,12.73,,
2020-06-26,BGIU20C020500,BRBMEFCBUF87,AGRIBUSINESS,,,,,,12.34,,
2020-06-26,BGIU20C020550,BRBMEFCBUH44,AGRIBUSINESS,,,,,,11.94,,
2020-06-26,BGIU20C020600,BRBMEFCBUH51,AGRIBUSINESS,,,,,,11.56,,
2020-06-26,BGIU20C020650,BRBMEFCBUH69,AGRIBUSINESS,,,,,,11.17,,
2020-06-26,BGIU20C020700,BRBMEFCBUH77,AGRIBUSINESS,,,,,,10.8,,
2020-06-26,BGIU20C020750,BRBMEFCBUH85,AGRIBUSINESS,,,,,,10.43,,
2020-06-26,BGIU20C020800,BRBMEFCBUH93,AGRIBUSINESS,,,,,,10.06,,
2020-06-26,BGIU20C020850,BRBMEFCBUHA2,AGRIBUSINESS,,,,,,9.7,,
2020-06-26,BGIU20C020900,BRBMEFCBUHB0,AGRIBUSINESS,,,,,,9.35,,
2020-06-26,BGIU20C020950,BRBMEFCBUHC8,AGRIBUSINESS,,,,,,9.01,,
2020-06-26,BGIU20C021000,BRBMEFCBUHD6,AGRIBUSINESS,,,,,,8.66,,
2020-06-26,BGIU20C021050,BRBMEFCBUHE4,AGRIBUSINESS,,,,,,8.33,,
2020-06-26,BGIU20C021100,BRBMEFCBUHF1,AGRIBUSINESS,,,,,,8,,
2020-06-26,BGIU20C021150,BRBMEFCBUHG9,AGRIBUSINESS,,,,,,7.7,,
2020-06-26,BGIU20C021200,BRBMEFCBUHH7,AGRIBUSINESS,,,,,,7.4,,
2020-06-26,BGIU20C021250,BRBMEFCBUHI5,AGRIBUSINESS,,,,,,7.12,,
2020-06-26,BGIU20C021300,BRBMEFCBUHJ3,AGRIBUSINESS,,,,,,6.85,,
2020-06-26,BGIU20C021350,BRBMEFCBUHK1,AGRIBUSINESS,,,,,,6.58,,
2020-06-26,BGIU20C021400,BRBMEFCBUHL9,AGRIBUSINESS,,,,,,6.31,,
2020-06-26,BGIU20C021450,BRBMEFCBUHM7,AGRIBUSINESS,,,,,,6.06,,
2020-06-26,BGIU20C021500,BRBMEFCBUHN5,AGRIBUSINESS,,,,,,5.81,,
2020-06-26,BGIU20C021550,BRBMEFCBUHO3,AGRIBUSINESS,,,,,,5.57,,
2020-06-26,BGIU20C021600,BRBMEFCBUHP0,AGRIBUSINESS,,,,,,5.34,,
2020-06-26,BGIU20C021650,BRBMEFCBUHQ8,AGRIBUSINESS,,,,,,5.15,,
2020-06-26,BGIU20C021700,BRBMEFCBUHR6,AGRIBUSINESS,,,,,,4.95,,
2020-06-26,BGIU20C021750,BRBMEFCBUHS4,AGRIBUSINESS,,,,,,4.77,,
2020-06-26,BGIU20C021800,BRBMEFCBUHT2,AGRIBUSINESS,,,,,,4.59,,
2020-06-26,BGIU20C021850,BRBMEFCBUHU0,AGRIBUSINESS,,,,,,4.42,,
2020-06-26,BGIU20C021900,BRBMEFCBUHV8,AGRIBUSINESS,,,,,,4.25,,
2020-06-26,BGIU20C021950,BRBMEFCBUHW6,AGRIBUSINESS,,,,,,4.1,,
2020-06-26,BGIU20C022000,BRBMEFCBUHX4,AGRIBUSINESS,,,,,,3.94,,
2020-06-26,BGIU20C022050,BRBMEFCBUHY2,AGRIBUSINESS,,,,,,3.79,,
2020-06-26,BGIU20C022100,BRBMEFCBUHZ9,AGRIBUSINESS,,,,,,3.65,,
2020-06-26,BGIU20C022150,BRBMEFCBUI01,AGRIBUSINESS,,,,,,3.52,,
2020-06-26,BGIU20C022200,BRBMEFCBUI19,AGRIBUSINESS,,,,,,3.4,,
2020-06-26,BGIU20C022250,BRBMEFCBUI27,AGRIBUSINESS,,,,,,3.29,,
2020-06-26,BGIU20C022300,BRBMEFCBUI35,AGRIBUSINESS,,,,,,3.18,,
2020-06-26,BGIU20C022350,BRBMEFCBUI43,AGRIBUSINESS,,,,,,3.06,,
2020-06-26,BGIU20C022400,BRBMEFCBUI50,AGRIBUSINESS,,,,,,2.96,,
2020-06-26,BGIU20C022450,BRBMEFCBUI68,AGRIBUSINESS,,,,,,2.86,,
2020-06-26,BGIU20C022500,BRBMEFCBUI76,AGRIBUSINESS,,,,,,2.77,,
2020-06-26,BGIU20C022550,BRBMEFCBUI84,AGRIBUSINESS,,,,,,2.68,,
2020-06-26,BGIU20C022600,BRBMEFCBUI92,AGRIBUSINESS,,,,,,2.59,,
2020-06-26,BGIU20C022650,BRBMEFCBUIA0,AGRIBUSINESS,,,,,,2.5,,
2020-06-26,BGIU20C022700,BRBMEFCBUIB8,AGRIBUSINESS,,,,,,2.42,,
2020-06-26,BGIU20C022750,BRBMEFCBUIC6,AGRIBUSINESS,,,,,,2.34,,
2020-06-26,BGIU20C022800,BRBMEFCBUID4,AGRIBUSINESS,,,,,,2.26,,
2020-06-26,BGIU20C022850,BRBMEFCBUIE2,AGRIBUSINESS,,,,,,2.18,,
2020-06-26,BGIU20C022900,BRBMEFCBUIF9,AGRIBUSINESS,,,,,,2.11,,
2020-06-26,BGIU20C022950,BRBMEFCBUIG7,AGRIBUSINESS,,,,,,2.03,,
2020-06-26,BGIU20C023000,BRBMEFCBUIH5,AGRIBUSINESS,,,,,,1.96,,
2020-06-26,BGIU20C023050,BRBMEFCBUII3,AGRIBUSINESS,,,,,,1.89,,
2020-06-26,BGIU20C023100,BRBMEFCBUIJ1,AGRIBUSINESS,,,,,,1.83,,
2020-06-26,BGIU20C023150,BRBMEFCBUIK9,AGRIBUSINESS,,,,,,1.77,,
2020-06-26,BGIU20P017000,BRBMEFVBUF43,AGRIBUSINESS,,,,,,0.01,,
2020-06-26,BGIU20P017050,BRBMEFVBUF84,AGRIBUSINESS,,,,,,0.01,,
2020-06-26,BGIU20P017100,BRBMEFVBUF92,AGRIBUSINESS,,,,,,0.02,,
2020-06-26,BGIU20P017150,BRBMEFVBUFA6,AGRIBUSINESS,,,,,,0.02,,
2020-06-26,BGIU20P017200,BRBMEFVBUFB4,AGRIBUSINESS,,,,,,0.02,,
2020-06-26,BGIU20P017250,BRBMEFVBUFC2,AGRIBUSINESS,,,,,,0.02,,
2020-06-26,BGIU20P017300,BRBMEFVBUFD0,AGRIBUSINESS,,,,,,0.03,,
2020-06-26,BGIU20P017350,BRBMEFVBUFE8,AGRIBUSINESS,,,,,,0.03,,
2020-06-26,BGIU20P017400,BRBMEFVBUFF5,AGRIBUSINESS,,,,,,0.03,,
2020-06-26,BGIU20P017450,BRBMEFVBUFG3,AGRIBUSINESS,,,,,,0.04,,
2020-06-26,BGIU20P017500,BRBMEFVBUF50,AGRIBUSINESS,,,,,,0.04,,
2020-06-26,BGIU20P017550,BRBMEFVBUFH1,AGRIBUSINESS,,,,,,0.04,,
2020-06-26,BGIU20P017600,BRBMEFVBUFI9,AGRIBUSINESS,,,,,,0.05,,
2020-06-26,BGIU20P017650,BRBMEFVBUFJ7,AGRIBUSINESS,,,,,,0.05,,
2020-06-26,BGIU20P017700,BRBMEFVBUFK5,AGRIBUSINESS,,,,,,0.06,,
2020-06-26,BGIU20P017750,BRBMEFVBUFL3,AGRIBUSINESS,,,,,,0.07,,
2020-06-26,BGIU20P017800,BRBMEFVBUFM1,AGRIBUSINESS,,,,,,0.07,,
2020-06-26,BGIU20P017850,BRBMEFVBUFN9,AGRIBUSINESS,,,,,,0.08,,
2020-06-26,BGIU20P017900,BRBMEFVBUFO7,AGRIBUSINESS,,,,,,0.08,,
2020-06-26,BGIU20P017950,BRBMEFVBUFP4,AGRIBUSINESS,,,,,,0.09,,
2020-06-26,BGIU20P018000,BRBMEFVBUF68,AGRIBUSINESS,,,,,,0.1,,
2020-06-26,BGIU20P018050,BRBMEFVBUFQ2,AGRIBUSINESS,,,,,,0.11,,
2020-06-26,BGIU20P018100,BRBMEFVBUFR0,AGRIBUSINESS,,,,,,0.12,,
2020-06-26,BGIU20P018150,BRBMEFVBUFS8,AGRIBUSINESS,,,,,,0.13,,
2020-06-26,BGIU20P018200,BRBMEFVBUFT6,AGRIBUSINESS,,,,,,0.14,,
2020-06-26,BGIU20P018250,BRBMEFVBUFU4,AGRIBUSINESS,,,,,,0.15,,
2020-06-26,BGIU20P018300,BRBMEFVBUFV2,AGRIBUSINESS,,,,,,0.16,,
2020-06-26,BGIU20P018350,BRBMEFVBUFW0,AGRIBUSINESS,,,,,,0.17,,
2020-06-26,BGIU20P018400,BRBMEFVBUFX8,AGRIBUSINESS,,,,,,0.18,,
2020-06-26,BGIU20P018450,BRBMEFVBUFY6,AGRIBUSINESS,,,,,,0.2,,
2020-06-26,BGIU20P018500,BRBMEFVBUFZ3,AGRIBUSINESS,,,,,,0.21,,
2020-06-26,BGIU20P018550,BRBMEFVBUG00,AGRIBUSINESS,,,,,,0.23,,
2020-06-26,BGIU20P018600,BRBMEFVBUG18,AGRIBUSINESS,,,,,,0.25,,
2020-06-26,BGIU20P018650,BRBMEFVBUG26,AGRIBUSINESS,,,,,,0.27,,
2020-06-26,BGIU20P018700,BRBMEFVBUG34,AGRIBUSINESS,,,,,,0.29,,
2020-06-26,BGIU20P018750,BRBMEFVBUG42,AGRIBUSINESS,,,,,,0.31,,
2020-06-26,BGIU20P018800,BRBMEFVBUG59,AGRIBUSINESS,,,,,,0.33,,
2020-06-26,BGIU20P018850,BRBMEFVBUG67,AGRIBUSINESS,,,,,,0.35,,
2020-06-26,BGIU20P018900,BRBMEFVBUG75,AGRIBUSINESS,,,,,,0.38,,
2020-06-26,BGIU20P018950,BRBMEFVBUG83,AGRIBUSINESS,,,,,,0.4,,
2020-06-26,BGIU20P019000,BRBMEFVBUG91,AGRIBUSINESS,,,,,,0.43,,
2020-06-26,BGIU20P019050,BRBMEFVBUGA4,AGRIBUSINESS,,,,,,0.46,,
2020-06-26,BGIU20P019100,BRBMEFVBUGB2,AGRIBUSINESS,,,,,,0.48,,
2020-06-26,BGIU20P019150,BRBMEFVBUGC0,AGRIBUSINESS,,,,,,0.51,,
2020-06-26,BGIU20P019200,BRBMEFVBUGD8,AGRIBUSINESS,,,,,,0.54,,
2020-06-26,BGIU20P019250,BRBMEFVBUGE6,AGRIBUSINESS,,,,,,0.58,,
2020-06-26,BGIU20P019300,BRBMEFVBUGF3,AGRIBUSINESS,,,,,,0.61,,
2020-06-26,BGIU20P019350,BRBMEFVBUGG1,AGRIBUSINESS,,,,,,0.65,,
2020-06-26,BGIU20P019400,BRBMEFVBUGH9,AGRIBUSINESS,,,,,,0.69,,
2020-06-26,BGIU20P019450,BRBMEFVBUGI7,AGRIBUSINESS,,,,,,0.73,,
2020-06-26,BGIU20P019500,BRBMEFVBUGJ5,AGRIBUSINESS,,,,,,0.77,,
2020-06-26,BGIU20P019550,BRBMEFVBUGK3,AGRIBUSINESS,,,,,,0.81,,
2020-06-26,BGIU20P019600,BRBMEFVBUGL1,AGRIBUSINESS,,,,,,0.86,,
2020-06-26,BGIU20P019650,BRBMEFVBUGM9,AGRIBUSINESS,,,,,,0.9,,
2020-06-26,BGIU20P019700,BRBMEFVBUGN7,AGRIBUSINESS,,,,,,0.95,,
2020-06-26,BGIU20P019750,BRBMEFVBUGO5,AGRIBUSINESS,,,,,,1,,
2020-06-26,BGIU20P019800,BRBMEFVBUGP2,AGRIBUSINESS,,,,,,1.05,,
2020-06-26,BGIU20P019850,BRBMEFVBUGQ0,AGRIBUSINESS,,,,,,1.1,,
2020-06-26,BGIU20P019900,BRBMEFVBUGR8,AGRIBUSINESS,,,,,,1.16,,
2020-06-26,BGIU20P019950,BRBMEFVBUGS6,AGRIBUSINESS,,,,,,1.22,,
2020-06-26,BGIU20P020000,BRBMEFVBUGT4,AGRIBUSINESS,,,,,,1.28,,
2020-06-26,BGIU20P020050,BRBMEFVBUGU2,AGRIBUSINESS,,,,,,1.35,,
2020-06-26,BGIU20P020100,BRBMEFVBUGV0,AGRIBUSINESS,,,,,,1.41,,
2020-06-26,BGIU20P020150,BRBMEFVBUGW8,AGRIBUSINESS,,,,,,1.48,,
2020-06-26,BGIU20P020200,BRBMEFVBUGX6,AGRIBUSINESS,,,,,,1.56,,
2020-06-26,BGIU20P020250,BRBMEFVBUGY4,AGRIBUSINESS,,,,,,1.64,,
2020-06-26,BGIU20P020300,BRBMEFVBUGZ1,AGRIBUSINESS,,,,,,1.72,,
2020-06-26,BGIU20P020350,BRBMEFVBUH09,AGRIBUSINESS,,,,,,1.81,,
2020-06-26,BGIU20P020400,BRBMEFVBUH17,AGRIBUSINESS,2,2,2,2,,1.9,1,1
2020-06-26,BGIU20P020450,BRBMEFVBUH25,AGRIBUSINESS,,,,,,1.99,,
2020-06-26,BGIU20P020500,BRBMEFVBUF76,AGRIBUSINESS,2.1,2.1,2.1,2.1,,2.09,1,3
2020-06-26,BGIU20P020550,BRBMEFVBUH33,AGRIBUSINESS,,,,,,2.2,,
2020-06-26,BGIU20P020600,BRBMEFVBUH41,AGRIBUSINESS,,,,,,2.31,,
2020-06-26,BGIU20P020650,BRBMEFVBUH58,AGRIBUSINESS,,,,,,2.42,,
2020-06-26,BGIU20P020700,BRBMEFVBUH66,AGRIBUSINESS,,,,,,2.54,,
2020-06-26,BGIU20P020750,BRBMEFVBUH74,AGRIBUSINESS,,,,,,2.67,,
2020-06-26,BGIU20P020800,BRBMEFVBUH82,AGRIBUSINESS,,,,,,2.8,,
2020-06-26,BGIU20P020850,BRBMEFVBUH90,AGRIBUSINESS,,,,,,2.94,,
2020-06-26,BGIU20P020900,BRBMEFVBUHA2,AGRIBUSINESS,,,,,,3.08,,
2020-06-26,BGIU20P020950,BRBMEFVBUHB0,AGRIBUSINESS,,,,,,3.24,,
2020-06-26,BGIU20P021000,BRBMEFVBUHC8,AGRIBUSINESS,,,,,,3.39,,
2020-06-26,BGIU20P021050,BRBMEFVBUHD6,AGRIBUSINESS,,,,,,3.55,,
2020-06-26,BGIU20P021100,BRBMEFVBUHE4,AGRIBUSINESS,,,,,,3.72,,
2020-06-26,BGIU20P021150,BRBMEFVBUHF1,AGRIBUSINESS,,,,,,3.92,,
2020-06-26,BGIU20P021200,BRBMEFVBUHG9,AGRIBUSINESS,,,,,,4.12,,
2020-06-26,BGIU20P021250,BRBMEFVBUHH7,AGRIBUSINESS,,,,,,4.34,,
2020-06-26,BGIU20P021300,BRBMEFVBUHI5,AGRIBUSINESS,,,,,,4.56,,
2020-06-26,BGIU20P021350,BRBMEFVBUHJ3,AGRIBUSINESS,,,,,,4.79,,
2020-06-26,BGIU20P021400,BRBMEFVBUHK1,AGRIBUSINESS,,,,,,5.02,,
2020-06-26,BGIU20P021450,BRBMEFVBUHL9,AGRIBUSINESS,,,,,,5.26,,
2020-06-26,BGIU20P021500,BRBMEFVBUHM7,AGRIBUSINESS,,,,,,5.51,,
2020-06-26,BGIU20P021550,BRBMEFVBUHN5,AGRIBUSINESS,,,,,,5.77,,
2020-06-26,BGIU20P021600,BRBMEFVBUHO3,AGRIBUSINESS,,,,,,6.04,,
2020-06-26,BGIU20P021650,BRBMEFVBUHP0,AGRIBUSINESS,,,,,,6.34,,
2020-06-26,BGIU20P021700,BRBMEFVBUHQ8,AGRIBUSINESS,,,,,,6.65,,
2020-06-26,BGIU20P021750,BRBMEFVBUHR6,AGRIBUSINESS,,,,,,6.96,,
2020-06-26,BGIU20P021800,BRBMEFVBUHS4,AGRIBUSINESS,,,,,,7.28,,
2020-06-26,BGIU20P021850,BRBMEFVBUHT2,AGRIBUSINESS,,,,,,7.6,,
2020-06-26,BGIU20P021900,BRBMEFVBUHU0,AGRIBUSINESS,,,,,,7.93,,
2020-06-26,BGIU20P021950,BRBMEFVBUHV8,AGRIBUSINESS,,,,,,8.27,,
2020-06-26,BGIU20P022000,BRBMEFVBUHW6,AGRIBUSINESS,,,,,,8.62,,
2020-06-26,BGIU20P022050,BRBMEFVBUHX4,AGRIBUSINESS,,,,,,8.97,,
2020-06-26,BGIU20P022100,BRBMEFVBUHY2,AGRIBUSINESS,,,,,,9.32,,
2020-06-26,BGIU20P022150,BRBMEFVBUHZ9,AGRIBUSINESS,,,,,,9.69,,
2020-06-26,BGIU20P022200,BRBMEFVBUI08,AGRIBUSINESS,,,,,,10.07,,
2020-06-26,BGIU20P022250,BRBMEFVBUI16,AGRIBUSINESS,,,,,,10.45,,
2020-06-26,BGIU20P022300,BRBMEFVBUI24,AGRIBUSINESS,,,,,,10.83,,
2020-06-26,BGIU20P022350,BRBMEFVBUI32,AGRIBUSINESS,,,,,,11.22,,
2020-06-26,BGIU20P022400,BRBMEFVBUI40,AGRIBUSINESS,,,,,,11.61,,
2020-06-26,BGIU20P022450,BRBMEFVBUI57,AGRIBUSINESS,,,,,,12.01,,
2020-06-26,BGIU20P022500,BRBMEFVBUI65,AGRIBUSINESS,,,,,,12.41,,
2020-06-26,BGIU20P022550,BRBMEFVBUI73,AGRIBUSINESS,,,,,,12.82,,
2020-06-26,BGIU20P022600,BRBMEFVBUI81,AGRIBUSINESS,,,,,,13.23,,
2020-06-26,BGIU20P022650,BRBMEFVBUI99,AGRIBUSINESS,,,,,,13.64,,
2020-06-26,BGIU20P022700,BRBMEFVBUIA0,AGRIBUSINESS,,,,,,14.06,,
2020-06-26,BGIU20P022750,BRBMEFVBUIB8,AGRIBUSINESS,,,,,,14.48,,
