RptDt,TckrSymb,ISIN,SgmtNm,MinPric,MaxPric,TradAvrgPric,LastPric,AdjstdQt,RefPric,TradQty,FinInstrmQty
2020-06-26,GOLLU345,BRGOLL4U03P0,EQUITY PUT,,,,,,17.73,,
2020-06-26,GOLLU347,BRGOLL4U03Q8,EQUITY PUT,,,,,,17.97,,
2020-06-26,GOLLU95,BRGOLL4U03J3,EQUITY PUT,,,,,,0.41,,
2020-06-26,GOLLX340,BRGOLL4X0526,EQUITY PUT,,,,,,18.99,,
2020-06-26,GOLLX345,BRGOLL4X0500,EQUITY PUT,,,,,,19.46,,
2020-06-26,GOLLX355,BRGOLL4X0518,EQUITY PUT,,,,,,20.4,,
2020-06-26,GRNDG700,BRGRND3G00F3,EQUITY CALL,,,,,,0.53,,
2020-06-26,GRNDL110,BRGRND3L00I7,EQUITY CALL,,,,,,0.1,,
2020-06-26,GRNDL700,BRGRND3L00F3,EQUITY CALL,,,,,,0.75,,
2020-06-26,GRNDL820,BRGRND3L00G1,EQUITY CALL,,,,,,0.29,,
2020-06-26,GRNDL880,BRGRND3L00H9,EQUITY CALL,,,,,,0.2,,
2020-06-26,GRNDS700,BRGRND3S00F8,EQUITY PUT,,,,,,0.07,,
2020-06-26,GRNDX110,BRGRND3X00I2,EQUITY PUT,,,,,,3.67,,
2020-06-26,GRNDX700,BRGRND3X00F8,EQUITY PUT,,,,,,0.36,,
2020-06-26,GRNDX820,BRGRND3X00G6,EQUITY PUT,,,,,,1.08,,
2020-06-26,GRNDX880,BRGRND3X00H4,EQUITY PUT,,,,,,1.59,,
2020-06-26,GUARG120,BRGUAR3G0004,EQUITY CALL,,,,,,5.44,,
2020-06-26,GUARH190,BRGUAR3H0003,EQUITY CALL,,,,,,0.55,,
2020-06-26,GUARJ210,BRGUAR3J0001,EQUITY CALL,,,,,,0.58,,
2020-06-26,GUARS120,BRGUAR3S0000,EQUITY PUT,,,,,,0.02,,
2020-06-26,GUART190,BRGUAR3T0009,EQUITY PUT,,,,,,2.09,,
2020-06-26,GUARV210,BRGUAR3V0005,EQUITY PUT,,,,,,4.05,,
2020-06-26,HAPVG354,BRHAPV3G0079,EQUITY CALL,,,,,,25.89,,
2020-06-26,HAPVG404,BRHAPV3G0061,EQUITY CALL,,,,,,20.9,,
2020-06-26,HAPVG454,BRHAPV3G0053,EQUITY CALL,,,,,,15.93,,
2020-06-26,HAPVG505,BRHAPV3G0038,EQUITY CALL,,,,,,11.11,,
2020-06-26,HAPVG555,BRHAPV3G0046,EQUITY CALL,,,,,,6.4,,
2020-06-26,HAPVG574,BRHAPV3G00A8,EQUITY CALL,,,,,,4.62,,
2020-06-26,HAPVG604,BRHAPV3G0087,EQUITY CALL,,,,,,2.44,,
2020-06-26,HAPVG657,BRHAPV3G0095,EQUITY CALL,,,,,,0.67,,
2020-06-26,HAPVH480,BRHAPV3H00G3,EQUITY CALL,,,,,,13.83,,
2020-06-26,HAPVH500,BRHAPV3H0060,EQUITY CALL,,,,,,11.94,,
2020-06-26,HAPVH520,BRHAPV3H0078,EQUITY CALL,,,,,,10.06,,
2020-06-26,HAPVH540,BRHAPV3H00A6,EQUITY CALL,,,,,,8.23,,
2020-06-26,HAPVH560,BRHAPV3H0086,EQUITY CALL,,,,,,6.5,,
2020-06-26,HAPVH580,BRHAPV3H00B4,EQUITY CALL,,,,,,4.95,,
2020-06-26,HAPVH630,BRHAPV3H00D0,EQUITY CALL,,,,,,2.19,,
2020-06-26,HAPVH650,BRHAPV3H0094,EQUITY CALL,,,,,,1.54,,
2020-06-26,HAPVH670,BRHAPV3H00E8,EQUITY CALL,,,,,,1.12,,
2020-06-26,HAPVH690,BRHAPV3H00C2,EQUITY CALL,,,,,,0.85,,
2020-06-26,HAPVH710,BRHAPV3H00F5,EQUITY CALL,,,,,,0.69,,
2020-06-26,HAPVH730,BRHAPV3H00H1,EQUITY CALL,,,,,,0.59,,
2020-06-26,HAPVK560,BRHAPV3K0024,EQUITY CALL,,,,,,7.96,,
2020-06-26,HAPVK625,BRHAPV3K0016,EQUITY CALL,,,,,,4.28,,
2020-06-26,HAPVK675,BRHAPV3K0008,EQUITY CALL,4,4,4,4,,2.62,2,8500
2020-06-26,HAPVS354,BRHAPV3S0075,EQUITY PUT,,,,,,0.01,,
2020-06-26,HAPVS404,BRHAPV3S0059,EQUITY PUT,,,,,,0.01,,
2020-06-26,HAPVS454,BRHAPV3S0067,EQUITY PUT,,,,,,0.02,,
2020-06-26,HAPVS505,BRHAPV3S0034,EQUITY PUT,,,,,,0.2,,
2020-06-26,HAPVS555,BRHAPV3S0042,EQUITY PUT,,,,,,0.48,,
2020-06-26,HAPVS574,BRHAPV3S00A3,EQUITY PUT,0.41,0.41,0.41,0.41,,0.7,1,1000
2020-06-26,HAPVS604,BRHAPV3S0083,EQUITY PUT,,,,,,1.52,,
2020-06-26,HAPVS657,BRHAPV3S0091,EQUITY PUT,,,,,,4.74,,
2020-06-26,HAPVT480,BRHAPV3T00F0,EQUITY PUT,,,,,,0.36,,
2020-06-26,HAPVT500,BRHAPV3T00A1,EQUITY PUT,,,,,,0.47,,
2020-06-26,HAPVT520,BRHAPV3T0066,EQUITY PUT,,,,,,0.59,,
2020-06-26,HAPVT540,BRHAPV3T0074,EQUITY PUT,,,,,,0.75,,
2020-06-26,HAPVT560,BRHAPV3T00B9,EQUITY PUT,,,,,,1.01,,
2020-06-26,HAPVT580,BRHAPV3T0082,EQUITY PUT,,,,,,1.46,,
2020-06-26,HAPVT630,BRHAPV3T00C7,EQUITY PUT,,,,,,3.68,,
2020-06-26,HAPVT650,BRHAPV3T00D5,EQUITY PUT,,,,,,5.03,,
2020-06-26,HAPVT670,BRHAPV3T00E3,EQUITY PUT,,,,,,6.59,,
2020-06-26,HAPVT690,BRHAPV3T0090,EQUITY PUT,,,,,,8.32,,
2020-06-26,HAPVT710,BRHAPV3T00G8,EQUITY PUT,,,,,,10.15,,
2020-06-26,HAPVT730,BRHAPV3T00H6,EQUITY PUT,,,,,,12.05,,
2020-06-26,HAPVW560,BRHAPV3W0020,EQUITY PUT,2.75,2.75,2.75,2.75,,2.19,2,8500
2020-06-26,HAPVW625,BRHAPV3W0012,EQUITY PUT,5,5,5,5,,4.96,2,8500
2020-06-26,HAPVW675,BRHAPV3W0004,EQUITY PUT,,,,,,8.27,,
2020-06-26,HBORG170,BRHBOR3G0029,EQUITY CALL,,,,,,1.14,,
2020-06-26,HBORS170,BRHBOR3S0025,EQUITY PUT,,,,,,0.01,,
2020-06-26,HGTXG10,BRHGTX3G04B6,EQUITY CALL,,,,,,3.95,,
2020-06-26,HGTXG13,BRHGTX3G04C4,EQUITY CALL,,,,,,1.19,,
2020-06-26,HGTXG14,BRHGTX3G04D2,EQUITY CALL,,,,,,0.52,,
2020-06-26,HGTXG150,BRHGTX3G04E0,EQUITY CALL,,,,,,0.19,,
2020-06-26,HGTXG160,BRHGTX3G04F7,EQUITY CALL,,,,,,0.09,,
2020-06-26,HGTXG170,BRHGTX3G04G5,EQUITY CALL,,,,,,0.06,,
2020-06-26,HGTXG180,BRHGTX3G04I1,EQUITY CALL,,,,,,0.04,,
2020-06-26,HGTXG190,BRHGTX3G04H3,EQUITY CALL,,,,,,0.02,,
2020-06-26,HGTXG9,BRHGTX3G04A8,EQUITY CALL,,,,,,4.94,,
2020-06-26,HGTXH110,BRHGTX3H04S8,EQUITY CALL,,,,,,3.12,,
2020-06-26,HGTXH120,BRHGTX3H04U4,EQUITY CALL,,,,,,2.2,,
2020-06-26,HGTXH130,BRHGTX3H04T6,EQUITY CALL,,,,,,1.39,,
2020-06-26,HGTXH140,BRHGTX3H04O7,EQUITY CALL,,,,,,0.78,,
2020-06-26,HGTXH150,BRHGTX3H04Q2,EQUITY CALL,,,,,,0.4,,
2020-06-26,HGTXH180,BRHGTX3H04R0,EQUITY CALL,,,,,,0.11,,
2020-06-26,HGTXH190,BRHGTX3H04P4,EQUITY CALL,,,,,,0.09,,
2020-06-26,HGTXL300,BRHGTX3L05J6,EQUITY CALL,,,,,,0.12,,
2020-06-26,HGTXS10,BRHGTX3S04B1,EQUITY PUT,,,,,,0.02,,
2020-06-26,HGTXS13,BRHGTX3S04C9,EQUITY PUT,,,,,,0.25,,
2020-06-26,HGTXS14,BRHGTX3S04A3,EQUITY PUT,,,,,,0.58,,
2020-06-26,HGTXS150,BRHGTX3S04E5,EQUITY PUT,,,,,,1.25,,
2020-06-26,HGTXS160,BRHGTX3S04F2,EQUITY PUT,,,,,,2.15,,
2020-06-26,HGTXS170,BRHGTX3S04G0,EQUITY PUT,,,,,,3.12,,
2020-06-26,HGTXS180,BRHGTX3S04I6,EQUITY PUT,,,,,,4.1,,
2020-06-26,HGTXS190,BRHGTX3S04H8,EQUITY PUT,,,,,,5.08,,
2020-06-26,HGTXS9,BRHGTX3S04D7,EQUITY PUT,,,,,,0.01,,
2020-06-26,HGTXT110,BRHGTX3T04U9,EQUITY PUT,,,,,,0.17,,
2020-06-26,HGTXT120,BRHGTX3T04S3,EQUITY PUT,,,,,,0.25,,
2020-06-26,HGTXT130,BRHGTX3T04T1,EQUITY PUT,,,,,,0.43,,
2020-06-26,HGTXT140,BRHGTX3T04R5,EQUITY PUT,,,,,,0.82,,
2020-06-26,HGTXT150,BRHGTX3T04P9,EQUITY PUT,,,,,,1.44,,
2020-06-26,HGTXT180,BRHGTX3T04O2,EQUITY PUT,,,,,,4.14,,
2020-06-26,HGTXT190,BRHGTX3T04Q7,EQUITY PUT,,,,,,5.12,,
2020-06-26,HGTXX300,BRHGTX3X05J1,EQUITY PUT,,,,,,15.9,,
2020-06-26,HYPEG1,BRHYPE3G07E8,EQUITY CALL,,,,,,2.75,,
2020-06-26,HYPEG22,BRHYPE3G07V2,EQUITY CALL,,,,,,11.53,,
2020-06-26,HYPEG23,BRHYPE3G07S8,EQUITY CALL,,,,,,10.54,,
2020-06-26,HYPEG24,BRHYPE3G07T6,EQUITY CALL,,,,,,9.55,,
2020-06-26,HYPEG25,BRHYPE3G0794,EQUITY CALL,,,,,,8.57,,
2020-06-26,HYPEG26,BRHYPE3G07I9,EQUITY CALL,,,,,,7.6,,
2020-06-26,HYPEG27,BRHYPE3G07P4,EQUITY CALL,,,,,,6.64,,
2020-06-26,HYPEG28,BRHYPE3G07H1,EQUITY CALL,,,,,,5.71,,
2020-06-26,HYPEG29,BRHYPE3G07Q2,EQUITY CALL,,,,,,4.8,,
2020-06-26,HYPEG3,BRHYPE3G07K5,EQUITY CALL,1.37,2.13,1.5,1.42,,1.51,6,1300
2020-06-26,HYPEG30,BRHYPE3G07D0,EQUITY CALL,,,,,,3.93,,
2020-06-26,HYPEG31,BRHYPE3G07C2,EQUITY CALL,,,,,,3.13,,
2020-06-26,HYPEG32,BRHYPE3G07N9,EQUITY CALL,,,,,,2.4,,
2020-06-26,HYPEG33,BRHYPE3G0760,EQUITY CALL,,,,,,2.08,,
2020-06-26,HYPEG332,BRHYPE3G07L3,EQUITY CALL,,,,,,1.78,,
2020-06-26,HYPEG34,BRHYPE3G07J7,EQUITY CALL,,,,,,1.27,,
2020-06-26,HYPEG352,BRHYPE3G0802,EQUITY CALL,1.07,1.07,1.07,1.07,,0.87,1,200
2020-06-26,HYPEG357,BRHYPE3G0810,EQUITY CALL,,,,,,0.71,,
2020-06-26,HYPEG362,BRHYPE3G07Y6,EQUITY CALL,0.65,0.65,0.65,0.65,,0.57,2,1900
2020-06-26,HYPEG367,BRHYPE3G07Z3,EQUITY CALL,0.5,0.5,0.5,0.5,,0.46,1,200
2020-06-26,HYPEG372,BRHYPE3G07X8,EQUITY CALL,0.6,0.6,0.6,0.6,,0.36,1,600
2020-06-26,HYPEG377,BRHYPE3G07W0,EQUITY CALL,,,,,,0.29,,
2020-06-26,HYPEG382,BRHYPE3G0828,EQUITY CALL,,,,,,0.23,,
2020-06-26,HYPEG387,BRHYPE3G0836,EQUITY CALL,,,,,,0.18,,
2020-06-26,HYPEG392,BRHYPE3G0869,EQUITY CALL,,,,,,0.14,,
2020-06-26,HYPEG397,BRHYPE3G0851,EQUITY CALL,,,,,,0.11,,
2020-06-26,HYPEG4,BRHYPE3G0786,EQUITY CALL,1.43,1.43,1.43,1.43,,1.05,1,500
2020-06-26,HYPEG402,BRHYPE3G0844,EQUITY CALL,,,,,,0.08,,
2020-06-26,HYPEG407,BRHYPE3G0877,EQUITY CALL,,,,,,0.07,,
2020-06-26,HYPEG412,BRHYPE3G0885,EQUITY CALL,,,,,,0.05,,
2020-06-26,HYPEG417,BRHYPE3G0893,EQUITY CALL,,,,,,0.04,,
2020-06-26,HYPEG52,BRHYPE3G07U4,EQUITY CALL,,,,,,11.03,,
2020-06-26,HYPEG53,BRHYPE3G07R0,EQUITY CALL,,,,,,10.04,,
2020-06-26,HYPEG54,BRHYPE3G0778,EQUITY CALL,,,,,,9.06,,
2020-06-26,HYPEG55,BRHYPE3G07M1,EQUITY CALL,,,,,,8.08,,
2020-06-26,HYPEG56,BRHYPE3G07G3,EQUITY CALL,,,,,,7.12,,
2020-06-26,HYPEG57,BRHYPE3G07F5,EQUITY CALL,,,,,,6.17,,
2020-06-26,HYPEG58,BRHYPE3G07B4,EQUITY CALL,,,,,,5.25,,
2020-06-26,HYPEG59,BRHYPE3G07A6,EQUITY CALL,,,,,,4.36,,
2020-06-26,HYPEG60,BRHYPE3G07O7,EQUITY CALL,,,,,,3.52,,
2020-06-26,HYPEH1,BRHYPE3H0728,EQUITY CALL,,,,,,3.53,,
2020-06-26,HYPEH2,BRHYPE3H06R0,EQUITY CALL,,,,,,2.9,,
2020-06-26,HYPEH24,BRHYPE3H06P4,EQUITY CALL,,,,,,9.94,,
2020-06-26,HYPEH25,BRHYPE3H06U4,EQUITY CALL,,,,,,8.99,,
2020-06-26,HYPEH26,BRHYPE3H06O7,EQUITY CALL,,,,,,8.06,,
2020-06-26,HYPEH27,BRHYPE3H06T6,EQUITY CALL,,,,,,7.15,,
2020-06-26,HYPEH28,BRHYPE3H06V2,EQUITY CALL,,,,,,6.27,,
2020-06-26,HYPEH29,BRHYPE3H0769,EQUITY CALL,,,,,,5.42,,
2020-06-26,HYPEH30,BRHYPE3H0736,EQUITY CALL,,,,,,4.62,,
2020-06-26,HYPEH31,BRHYPE3H06Z3,EQUITY CALL,,,,,,3.88,,
2020-06-26,HYPEH32,BRHYPE3H0777,EQUITY CALL,,,,,,3.2,,
2020-06-26,HYPEH33,BRHYPE3H0710,EQUITY CALL,2.7,2.7,2.7,2.7,,2.61,2,2000
2020-06-26,HYPEH340,BRHYPE3H0793,EQUITY CALL,2.25,2.25,2.25,2.25,,2.09,1,100
2020-06-26,HYPEH350,BRHYPE3H0785,EQUITY CALL,1.5,1.86,1.62,1.5,,1.65,3,3000
2020-06-26,HYPEH360,BRHYPE3H07B2,EQUITY CALL,,,,,,1.29,,
2020-06-26,HYPEH370,BRHYPE3H07A4,EQUITY CALL,,,,,,0.99,,
2020-06-26,HYPEH380,BRHYPE3H07D8,EQUITY CALL,0.8,0.8,0.8,0.8,,0.76,1,1000
2020-06-26,HYPEH390,BRHYPE3H07C0,EQUITY CALL,0.64,0.67,0.65,0.66,,0.58,5,500
2020-06-26,HYPEH400,BRHYPE3H07E6,EQUITY CALL,,,,,,0.44,,
2020-06-26,HYPEH410,BRHYPE3H07F3,EQUITY CALL,,,,,,0.33,,
2020-06-26,HYPEH420,BRHYPE3H07G1,EQUITY CALL,,,,,,0.26,,
2020-06-26,HYPEH53,BRHYPE3H0744,EQUITY CALL,,,,,,10.41,,
2020-06-26,HYPEH54,BRHYPE3H06X8,EQUITY CALL,,,,,,9.46,,
2020-06-26,HYPEH55,BRHYPE3H06W0,EQUITY CALL,,,,,,8.52,,
2020-06-26,HYPEH56,BRHYPE3H0702,EQUITY CALL,,,,,,7.6,,
2020-06-26,HYPEH57,BRHYPE3H06Q2,EQUITY CALL,,,,,,6.71,,
2020-06-26,HYPEH58,BRHYPE3H06Y6,EQUITY CALL,,,,,,5.84,,
2020-06-26,HYPEH59,BRHYPE3H0751,EQUITY CALL,,,,,,5.01,,
2020-06-26,HYPEH60,BRHYPE3H06S8,EQUITY CALL,,,,,,4.24,,
2020-06-26,HYPEI305,BRHYPE3I06N7,EQUITY CALL,,,,,,4.6,,
2020-06-26,HYPEI310,BRHYPE3I0685,EQUITY CALL,,,,,,4.26,,
2020-06-26,HYPEI312,BRHYPE3I0636,EQUITY CALL,,,,,,4.09,,
2020-06-26,HYPEI315,BRHYPE3I06B2,EQUITY CALL,,,,,,3.93,,
2020-06-26,HYPEI320,BRHYPE3I06A4,EQUITY CALL,,,,,,3.62,,
2020-06-26,HYPEI325,BRHYPE3I06M9,EQUITY CALL,,,,,,3.32,,
2020-06-26,HYPEI330,BRHYPE3I06L1,EQUITY CALL,,,,,,3.04,,
2020-06-26,HYPEI335,BRHYPE3I06O5,EQUITY CALL,,,,,,2.78,,
2020-06-26,HYPEI340,BRHYPE3I06I7,EQUITY CALL,,,,,,2.53,,
2020-06-26,HYPEI345,BRHYPE3I06C0,EQUITY CALL,,,,,,2.3,,
2020-06-26,HYPEI347,BRHYPE3I0651,EQUITY CALL,,,,,,2.19,,
2020-06-26,HYPEI350,BRHYPE3I0669,EQUITY CALL,,,,,,2.08,,
2020-06-26,HYPEI355,BRHYPE3I06D8,EQUITY CALL,,,,,,1.88,,
2020-06-26,HYPEI360,BRHYPE3I06G1,EQUITY CALL,,,,,,1.7,,
2020-06-26,HYPEI365,BRHYPE3I06J5,EQUITY CALL,,,,,,1.53,,
2020-06-26,HYPEI370,BRHYPE3I0693,EQUITY CALL,,,,,,1.37,,
2020-06-26,HYPEI375,BRHYPE3I0644,EQUITY CALL,,,,,,1.23,,
2020-06-26,HYPEI380,BRHYPE3I06F3,EQUITY CALL,,,,,,1.1,,
2020-06-26,HYPEI385,BRHYPE3I0677,EQUITY CALL,,,,,,0.98,,
2020-06-26,HYPEI390,BRHYPE3I06K3,EQUITY CALL,,,,,,0.87,,
2020-06-26,HYPEI395,BRHYPE3I06H9,EQUITY CALL,,,,,,0.78,,
2020-06-26,HYPEI400,BRHYPE3I06E6,EQUITY CALL,,,,,,0.69,,
2020-06-26,HYPEJ370,BRHYPE3J0643,EQUITY CALL,,,,,,2.16,,
2020-06-26,HYPES1,BRHYPE3S07A1,EQUITY PUT,0.5,0.8,0.66,0.8,,0.76,8,4500
2020-06-26,HYPES22,BRHYPE3S07V7,EQUITY PUT,,,,,,0.01,,
2020-06-26,HYPES23,BRHYPE3S07S3,EQUITY PUT,,,,,,0.01,,
2020-06-26,HYPES24,BRHYPE3S07T1,EQUITY PUT,,,,,,0.03,,
2020-06-26,HYPES25,BRHYPE3S07D5,EQUITY PUT,,,,,,0.06,,
2020-06-26,HYPES26,BRHYPE3S07J2,EQUITY PUT,,,,,,0.1,,
2020-06-26,HYPES27,BRHYPE3S07I4,EQUITY PUT,,,,,,0.15,,
2020-06-26,HYPES28,BRHYPE3S07F0,EQUITY PUT,,,,,,0.21,,
2020-06-26,HYPES29,BRHYPE3S07H6,EQUITY PUT,,,,,,0.31,,
2020-06-26,HYPES3,BRHYPE3S07B9,EQUITY PUT,,,,,,1.53,,
2020-06-26,HYPES30,BRHYPE3S07E3,EQUITY PUT,,,,,,0.44,,
2020-06-26,HYPES31,BRHYPE3S07C7,EQUITY PUT,,,,,,0.64,,
2020-06-26,HYPES32,BRHYPE3S07L8,EQUITY PUT,0.8,1.05,0.92,1.05,,0.92,2,200
2020-06-26,HYPES33,BRHYPE3S0766,EQUITY PUT,,,,,,1.09,,
2020-06-26,HYPES332,BRHYPE3S07K0,EQUITY PUT,1.02,1.2,1.08,1.2,,1.3,2,1500
2020-06-26,HYPES34,BRHYPE3S0790,EQUITY PUT,,,,,,1.79,,
2020-06-26,HYPES352,BRHYPE3S07Z8,EQUITY PUT,,,,,,2.4,,
2020-06-26,HYPES357,BRHYPE3S0816,EQUITY PUT,,,,,,2.74,,
2020-06-26,HYPES362,BRHYPE3S0808,EQUITY PUT,,,,,,3.1,,
2020-06-26,HYPES367,BRHYPE3S07X3,EQUITY PUT,,,,,,3.49,,
2020-06-26,HYPES372,BRHYPE3S07Y1,EQUITY PUT,,,,,,3.9,,
2020-06-26,HYPES377,BRHYPE3S07W5,EQUITY PUT,,,,,,4.32,,
2020-06-26,HYPES382,BRHYPE3S0832,EQUITY PUT,,,,,,4.75,,
2020-06-26,HYPES387,BRHYPE3S0824,EQUITY PUT,,,,,,5.2,,
2020-06-26,HYPES392,BRHYPE3S0865,EQUITY PUT,,,,,,5.66,,
2020-06-26,HYPES397,BRHYPE3S0857,EQUITY PUT,,,,,,6.13,,
2020-06-26,HYPES4,BRHYPE3S0774,EQUITY PUT,,,,,,2.08,,
2020-06-26,HYPES402,BRHYPE3S0840,EQUITY PUT,,,,,,6.6,,
2020-06-26,HYPES407,BRHYPE3S0899,EQUITY PUT,,,,,,7.08,,
2020-06-26,HYPES412,BRHYPE3S0873,EQUITY PUT,,,,,,7.56,,
2020-06-26,HYPES417,BRHYPE3S0881,EQUITY PUT,,,,,,8.04,,
2020-06-26,HYPES52,BRHYPE3S07U9,EQUITY PUT,,,,,,0.01,,
2020-06-26,HYPES53,BRHYPE3S07R5,EQUITY PUT,,,,,,0.02,,
2020-06-26,HYPES54,BRHYPE3S07M6,EQUITY PUT,,,,,,0.04,,
2020-06-26,HYPES55,BRHYPE3S07O2,EQUITY PUT,,,,,,0.07,,
2020-06-26,HYPES56,BRHYPE3S07Q7,EQUITY PUT,,,,,,0.12,,
2020-06-26,HYPES57,BRHYPE3S07G8,EQUITY PUT,,,,,,0.18,,
2020-06-26,HYPES58,BRHYPE3S07N4,EQUITY PUT,,,,,,0.26,,
2020-06-26,HYPES59,BRHYPE3S0782,EQUITY PUT,,,,,,0.37,,
2020-06-26,HYPES60,BRHYPE3S07P9,EQUITY PUT,,,,,,0.53,,
2020-06-26,HYPET1,BRHYPE3T06Y1,EQUITY PUT,,,,,,1.26,,
2020-06-26,HYPET2,BRHYPE3T06S3,EQUITY PUT,,,,,,1.64,,
2020-06-26,HYPET24,BRHYPE3T06Q7,EQUITY PUT,,,,,,0.12,,
2020-06-26,HYPET25,BRHYPE3T06U9,EQUITY PUT,,,,,,0.17,,
2020-06-26,HYPET26,BRHYPE3T0757,EQUITY PUT,,,,,,0.24,,
2020-06-26,HYPET27,BRHYPE3T06T1,EQUITY PUT,,,,,,0.34,,
2020-06-26,HYPET28,BRHYPE3T0724,EQUITY PUT,,,,,,0.46,,
2020-06-26,HYPET29,BRHYPE3T06Z8,EQUITY PUT,,,,,,0.62,,
2020-06-26,HYPET30,BRHYPE3T0716,EQUITY PUT,,,,,,0.83,,
2020-06-26,HYPET31,BRHYPE3T0765,EQUITY PUT,,,,,,1.1,,
2020-06-26,HYPET32,BRHYPE3T0773,EQUITY PUT,,,,,,1.44,,
2020-06-26,HYPET33,BRHYPE3T0708,EQUITY PUT,,,,,,1.85,,
2020-06-26,HYPET340,BRHYPE3T07A9,EQUITY PUT,,,,,,2.33,,
2020-06-26,HYPET350,BRHYPE3T07B7,EQUITY PUT,2.96,2.96,2.96,2.96,,2.89,1,1500
2020-06-26,HYPET360,BRHYPE3T0799,EQUITY PUT,2.88,2.88,2.88,2.88,,3.52,1,1500
2020-06-26,HYPET370,BRHYPE3T0781,EQUITY PUT,,,,,,4.22,,
2020-06-26,HYPET380,BRHYPE3T07D3,EQUITY PUT,,,,,,4.97,,
2020-06-26,HYPET390,BRHYPE3T07C5,EQUITY PUT,,,,,,5.78,,
2020-06-26,HYPET400,BRHYPE3T07E1,EQUITY PUT,,,,,,6.63,,
2020-06-26,HYPET410,BRHYPE3T07G6,EQUITY PUT,,,,,,7.51,,
2020-06-26,HYPET420,BRHYPE3T07F8,EQUITY PUT,,,,,,8.42,,
2020-06-26,HYPET53,BRHYPE3T0732,EQUITY PUT,,,,,,0.1,,
2020-06-26,HYPET54,BRHYPE3T06P9,EQUITY PUT,,,,,,0.14,,
2020-06-26,HYPET55,BRHYPE3T06X3,EQUITY PUT,,,,,,0.21,,
2020-06-26,HYPET56,BRHYPE3T06V7,EQUITY PUT,,,,,,0.29,,
2020-06-26,HYPET57,BRHYPE3T06O2,EQUITY PUT,,,,,,0.4,,
2020-06-26,HYPET58,BRHYPE3T06W5,EQUITY PUT,,,,,,0.54,,
2020-06-26,HYPET59,BRHYPE3T0740,EQUITY PUT,,,,,,0.72,,
2020-06-26,HYPET60,BRHYPE3T06R5,EQUITY PUT,,,,,,0.96,,
2020-06-26,HYPEU305,BRHYPE3U06I2,EQUITY PUT,,,,,,1.26,,
2020-06-26,HYPEU310,BRHYPE3U06K8,EQUITY PUT,,,,,,1.41,,
2020-06-26,HYPEU312,BRHYPE3U0648,EQUITY PUT,,,,,,1.5,,
2020-06-26,HYPEU315,BRHYPE3U06J0,EQUITY PUT,,,,,,1.59,,
2020-06-26,HYPEU320,BRHYPE3U06H4,EQUITY PUT,,,,,,1.78,,
2020-06-26,HYPEU325,BRHYPE3U06D3,EQUITY PUT,,,,,,1.98,,
2020-06-26,HYPEU330,BRHYPE3U0671,EQUITY PUT,,,,,,2.2,,
2020-06-26,HYPEU335,BRHYPE3U06F8,EQUITY PUT,,,,,,2.44,,
2020-06-26,HYPEU340,BRHYPE3U0697,EQUITY PUT,,,,,,2.69,,
2020-06-26,HYPEU345,BRHYPE3U06C5,EQUITY PUT,,,,,,2.96,,
2020-06-26,HYPEU347,BRHYPE3U0630,EQUITY PUT,,,,,,3.1,,
2020-06-26,HYPEU350,BRHYPE3U0689,EQUITY PUT,,,,,,3.24,,
2020-06-26,HYPEU355,BRHYPE3U06N2,EQUITY PUT,,,,,,3.54,,
2020-06-26,HYPEU360,BRHYPE3U06A9,EQUITY PUT,,,,,,3.86,,
2020-06-26,HYPEU365,BRHYPE3U06E1,EQUITY PUT,,,,,,4.19,,
2020-06-26,HYPEU370,BRHYPE3U06B7,EQUITY PUT,,,,,,4.53,,
2020-06-26,HYPEU375,BRHYPE3U0655,EQUITY PUT,,,,,,4.88,,
2020-06-26,HYPEU380,BRHYPE3U06L6,EQUITY PUT,,,,,,5.25,,
2020-06-26,HYPEU385,BRHYPE3U06G6,EQUITY PUT,,,,,,5.63,,
2020-06-26,HYPEU390,BRHYPE3U06O0,EQUITY PUT,,,,,,6.02,,
2020-06-26,HYPEU395,BRHYPE3U0663,EQUITY PUT,,,,,,6.42,,
2020-06-26,HYPEU400,BRHYPE3U06M4,EQUITY PUT,,,,,,6.83,,
2020-06-26,HYPEV370,BRHYPE3V0647,EQUITY PUT,,,,,,3.79,,
2020-06-26,IBOVA115,BRIBOV9A0532,EQUITY CALL,,,,,,2388,,
2020-06-26,IBOVA650,BRIBOV9A0508,EQUITY CALL,,,,,,30517,,
2020-06-26,IBOVA810,BRIBOV9A0516,EQUITY CALL,,,,,,17278,,
2020-06-26,IBOVA860,BRIBOV9A0524,EQUITY CALL,,,,,,13821,,
2020-06-26,IBOVB10,BRIBOV9B0LL4,EQUITY CALL,,,,,,6963,,
2020-06-26,IBOVB105,BRIBOV9B0LN0,EQUITY CALL,,,,,,5182,,
2020-06-26,IBOVB110,BRIBOV9B0M26,EQUITY CALL,,,,,,3779,,
2020-06-26,IBOVB122,BRIBOV9B0LO8,EQUITY CALL,,,,,,1635,,
2020-06-26,IBOVB19,BRIBOV9B0LM2,EQUITY CALL,,,,,,2037,,
2020-06-26,IBOVB700,BRIBOV9B0LQ3,EQUITY CALL,,,,,,26396,,
2020-06-26,IBOVB710,BRIBOV9B0LP5,EQUITY CALL,,,,,,25548,,
2020-06-26,IBOVB720,BRIBOV9B0LR1,EQUITY CALL,,,,,,24708,,
